Review	Helpful Reviews	Not Helpful Reviews	Alpha	IsHelpful(alpha>=0.5)	IsHelpful(alpha>=0.6)	IsHelpful(alpha>=0.7)	IsHelpful(alpha>=0.8)	IsHelpful(alpha>=0.9)
"Let me provide you my whole experience, 1. Product Delievery (9/10): Ordered on Wednesday, delievered on Friday in nice package. 2. Design (9/10): Black one looks great, even better than what is shown in photos. But compared to its rival, Realme 1 looks even better. 4. Performance (10/10): I am heavy game user and so far so good. 5. Battery (10/10): Its battery is a Beast! I have used Sony, Oppo phones of 20K-25K price range but its battery performance beats them up clearly. For normal usage, It can easily run along with you for an entire day. For gamers, You can easily use it for 6-8 hours without any interruption. 5. Camera (10/10): Though, I haven't experimented in many different light conditions but camera gives up excellent quality in proper light and great in low light as well. 3. UI & Display (10/10): I bet its display is best. When you use other phones for 4-5 hours continuously (If you're game addict like me), you have possibly sore eyes. But its display is way more comfirtable and superior, if set with proper brightness. Talking about MIUI, this OS is very user friendly as well. 6. Price (10/10): Nothing to say about it. 7. Speakers (9/10): I don't use them often but they are satisfactory. Overall, the product is superb . Though, it is my first MI phone I'm in love using my phone. Hope it helps"	2	0	1	1	1	1	1	1
awesome phone	2	1	0.666666667	1	1	0	0	0
Battery super looking so good	2	1	0.666666667	1	1	0	0	0
Nice performance	2	1	0.666666667	1	1	0	0	0
one of the speaker sound is damaged	2	1	0.666666667	1	1	0	0	0
"nice pics , working very good , don't miss tha chance. buy now , battery backup 100% screen 100% cemra 70%( average)"	2	1	0.666666667	1	1	0	0	0
"One of the worst Camera of Redmi product. Want to exchange with redmi note 5 pro or Return the Product, but flipkart team denied to do any of these. Really unhappy with Flipkart service and Redmi Product. You lose 10 customers today, me and my family."	2	1	0.666666667	1	1	0	0	0
amazing phone... never felt boring while using this phone. great processor and very smooth display.loved it.. if u purchase it u are not wasting your money..	2	1	0.666666667	1	1	0	0	0
Good battery performance	2	1	0.666666667	1	1	0	0	0
"This is the definitely the best phone if your budget is below 13k.The display is just wow! Build quality is superb,perfromance is buttery smooth and the camera is also very good for its price,Battery life is amazing and can easily last u a day and a half. Install the nougat theme once u get the phone as it really enhances the Ui feel."	2	1	0.666666667	1	1	0	0	0
"After using smartphones from 3 different brands , Here is what I have to say about Mi phones - 1) No doubt Mi phones have great specification. The price is quite cheap as compared to any other smartphone brand 2) Mi phones are quite fragile and have poor build quality. It would break quite easily 3) Battery starts to drain very sharply after 1 year of usage. Overall, if you can buy a premium smartphone like OnePlus go for that. Don't waste money on buying cheap quality products every year."	2	1	0.666666667	1	1	0	0	0
This phone is amazing bcz it phone quality check battery backup really good i am using but no orio update camera quality toatlly very very good 20 mp DSLR front and rear camera 20 rear in natural quality veiw sim slot as normal but charger is disappoint old micro slot and slow charger not type C wire slot. Proccesser fastest photo cllikking very fast in just 1.10 sec no warm during using internet in 4G net. Camera look as iphone but it can scratch on camera bcz of thick hump like can not put table.	2	3	0.4	0	0	0	0	0
"Hybrid slot,there is no quick charge are disappoint us.heated when connect to wifi on first day itself"	5	15	0.25	0	0	0	0	0
Battery Backup very Bad	2	4	0.333333333	0	0	0	0	0
Simply Awesome Phone go for it long battery backup with great features.	3	1	0.75	1	1	1	0	0
Nice mobile battery backup is good overall superb...	3	1	0.75	1	1	1	0	0
better than my imagine	0	1	0	0	0	0	0	0
Nice and v good	0	1	0	0	0	0	0	0
"This is an amazing phone..trust me..this is coming from someone who spend 60k on Samsung note 4 when it was launched ..after rigourously using S note 4, it gave up on me after 2 years and I was forced to buy a new phone..I mustered enough courage to but One plus 5T ...but was not quite content for the price I paid and ended up selling it off in a matter of 2 months ..I bought MI NOTE 5 out paucity of cash..but never have I been so happy..this phone gives me all that i got in one plus 5t..more or less..the front camera is much better.. my friends envy me when I shot better photos with note 5 wherein their One plus 6 failed..even Samsung A5 couldn't deliver the quality that this phone offers..only minor drawback is that under low light conditions, the photos captured are not quite promising unless you have steady hands.. otherwise worth every penny..guys please go for pro..it's even better..MI rocks big time ..:)slim design and good camera with good battery backup"	3	0	1	1	1	1	1	1
i buyed it 2 months back on june charging was not stable and the charger was not working properly charging capacity was decreasing only problem i am facing but all ok	2	1	0.666666667	1	1	0	0	0
an overall good phone for the price... but no USP. average camera average display average performance. battery is better than the competition. !!	3	1	0.75	1	1	1	0	0
Go for it it is good value for money.1. Facing problem while taking photos were it shows good quality in screen in camera mode later after taking photos it becomes blurry.2. Stock clock and calendar are not Google based.3. 2.5d glass is a waste need to settle with plastic screen guard.4. Charging cable length is too short.	3	1	0.75	1	1	1	0	0
"Best phone I have ever used in my life!!!!! value for money, don't think much just go for it !!!"	0	1	0	0	0	0	0	0
"Awesome. Never expected kind of phone from Redmi. I don't have a good opinion abt Redmi phones. But this phone changed my mind. The Camera quality will always be at the worst in previous phones. But, this Note 5 is awesome. Performance wise and camera quality. Meets expectations of a normal user. Storage is with 64GB and hybrid slot. Best in clsss for this range. I was stunned with camera quality. Performance is awesome. Perfect buy."	5	1	0.833333333	1	1	1	1	0
xiomi customer not sufficient answer ...there was a software problem...how can resolve this...very bad customer support... bth flipkart and ximi customer care...	1	1	0.5	1	0	0	0	0
super phone it has only single camera but the photos look like DSLR photo this image I have shoot with mi note 5 super camera and ausome phone.... I LOVE MI I LIKE TO BE A MI FAN IN FLIPKART	4	1	0.8	1	1	1	1	0
I like to say that Redmi Note 5 comes under best mobile phones under 15000 also the delivery serive was really good and I loved the screen of Note 5 very much.Gameplay was excellent and camera quality is good....moreover everything is fine....Processor also nice	5	2	0.714285714	1	1	1	0	0
"I usually dont write reviews on products I purchased but with this phone I will be so rude if I didnt comment. This is really a great phone - I am an Apple user for years and this is the first Chinese phone I bought. The intention was to use as a secondary phone but due to its performance this is my first phone now. Great speed, amazing display and awesome battery. Real cool performance review system too where Mi found out that my alarm has an issue and it debugged the issue and informed me. Great phone you can buy for this price. I bought one more for my family due to its awesome performance. Highly recommended."	7	1	0.875	1	1	1	1	0
superb phn specially in black color it looks dope it has mate finish screen protector pre installed and u also get a black back cover no issues at all battery is super sound and camera are also superb performance is good	7	2	0.777777778	1	1	1	0	0
camera performance was very bad only 2 things is good 64GB internal and 4GB ram and many disappointed features like you cannot put sim and your micro SD card if you want to use your Micro SD card you have to remove one SIM from your mobile then you can use one sim card and one memory card that is very disappointed feature in redmi I am not really good feeling after receiving this product because this is worst product the same old look many things are disappointed	7	2	0.777777778	1	1	1	0	0
Redmi note 5 is the best smartphone currently.. But i disappointed is there is no big difference between note 4 and note 5. within 15 days of purchase redmi y2 came with dual camera and with less price thne note 5. front camera is average.. overall 7.5/10	6	2	0.75	1	1	1	0	0
Best mobile Selfie	1	1	0.5	1	0	0	0	0
excellent product value for money 	1	1	0.5	1	0	0	0	0
very good mobile awesome experience stunning battery backup flawless no laging in aaps terrific mobile and tough competitor to other mobiles in same price segment excellent processor bezel less full hd 16:9 hd screen awesome appearance of mobile solid metal body black colour looks elegant .. Value for money ... a must buy product ... Thanks flipkart for good and fast delivery ...slim design and good camera with good battery backup	6	1	0.857142857	1	1	1	1	0
The delivery service is mind-blowing....Got this phone on the 2nd day after ordering...And the phone itself is superb...	1	1	0.5	1	0	0	0	0
awesome phone.. no way.. I'm 100% satisfied with this voLTE android phone... MI FAN. battery 100% camera 100% sensors 100% display 100% performance 100% value for my money 100% secure & fast delivery 100%..slim design and good camera with good battery backup	9	1	0.9	1	1	1	1	1
"this phone is just 'fantastic'. you have no errors to find in this phone. the 625 snapdragon processor is exceptionally well which makes the phone work as smooth as butter. It's battery backup is marvellous, If you try to drain the whole battery in a day I am sure that you will fail. All-over, if you need the most fantastic phone fitting in your budget, then it should be XIAOMI REDMI NOTE 5. It has the value for money and is truly amazing."	8	1	0.888888889	1	1	1	1	0
Amazing phone with appropriate price and fast interface. Battery is also good. Most importantly it serves the needs of the user without hanging and continues memory shortage messages.	7	1	0.875	1	1	1	1	0
"The phone is A killer, however choose colour black, not any other doesn't really go well if u r gonna use a transparent pouch"	3	2	0.6	1	1	0	0	0
"i am order to 12,000 mobile pls any price"	0	1	0	0	0	0	0	0
"It's been a month of using and I am writing the review with my Redmi note 5 phone. This is just awesome. If you are going for some other phones in this range then it is the biggest mistake you are going to make. Be it Moto or Samsung or anything, this phone is the great grand father of everyone in the market. Don't think twice just go for it."	3	1	0.75	1	1	1	0	0
"Excellent product. Feels very premium in hand. Despite if the big battery, it's very slim and handy. Screen is brilliant and bright. The performance is lag free, smooth and uninterrupted in the harshest of the load. Built in Video call function comes in very handy, and sound and speaker quality is also very nice. Go for Note 5 Pro and spend 3K extra only if you're a camera enthusiasts. Redmi Note 5 indeed is 1 to its name. It DELIVERS. Performance. Power. Backup."	7	2	0.777777778	1	1	1	0	0
Good camera and battery backup is also good	6	2	0.75	1	1	1	0	0
Good one with nice battery backup and good camera	6	2	0.75	1	1	1	0	0
Awesome phone	0	1	0	0	0	0	0	0
PHONE BED IN WOKRING ON HANK	0	1	0	0	0	0	0	0
"worthy buy. the deal for sweeter coz of exchange, thanks to flipkart. now , the phone offers evrything an avg buyer seeks. speed, space, asthetics, camera qlty, very supportive battery which makes the phone heavy and hence lost a star. wonder if i should chase the miui10 upgrade as these generally slow down ur chip. comes with an elegant yet slippery n un- protective back cover. market is flooded with accessories to wrap, deck n bedazzle this beauty. i find oppo phones r the lightest. this isn't very handy for Indians hans but has been smartly catered by a simple swipe to switch to one hand mode. looks like xiaomi is serious about dusting it out with Samsung. already beaten it in India. hope it carries the same resale value too. if Samsung is like Maruti . Xiaomi is turning to be the Hyundai."	3	0	1	1	1	1	1	1
Camera - Good Processor - Good Display - Awesome - Hate Flipkart's Flash Sale	4	1	0.8	1	1	1	1	0
great product... great body metal body .. nice camera picture quality very cheap price n affordable Mobile ty mi n specially ty Flipkart delivery boy great outstanding service m very happy m 2nd experience n m very for buy this online services ty Flipkart	7	1	0.875	1	1	1	1	0
Flipkart finally you have delivered product on time. awesome delivery experience. and about phone . redmi phone always best in category. after log research i bought this phone. purpose of this phone day to day heavy uses and this phone meet my purpose.	3	3	0.5	1	0	0	0	0
"I was looking for a budget phone which could also be used as an ebook reader. Redmi Note 5 fit the profile perfectly. The phone has a built in reading mode and the 5.99 inch screen is almost the size of a Kindle reader. The display is sharp and the phone has a highly optimised battery. Along with the extended warranty, I think I have made a good purchase. Thank you Flipkart."	3	1	0.75	1	1	1	0	0
"a decent phone in this range.. i bought it for my sister.. Camera is like redmi note 4..no changes..tall display with curved edges feels great..bt proseccer is very old.. battery is good.. so think before you buy.. bt now asus max m1 pro and realme by oppo are better choices go for them (bcz of better portrait mood cams , dedicated slot and also the pricing).."	12	1	0.923076923	1	1	1	1	1
"Good mobile nice mobile battery backup good good camera Fast delivery flipkart,thank you"	4	1	0.8	1	1	1	1	0
AT starting 2 weeks it is working very effectively after that hang problem and battery backup is going down	4	1	0.8	1	1	1	1	0
The features of this phone are very nice and work very well	0	1	0	0	0	0	0	0
dont waste time ...just buy nd forget about expensive phones	1	1	0.5	1	0	0	0	0
"Flipkart Good service, fast delivery. The mobile is too good in this pricing."	2	1	0.666666667	1	1	0	0	0
awesome mobile nice looking & good battery backup cam quality super totally good mobile and reasonable price	4	2	0.666666667	1	1	0	0	0
"genunine product,and very nice phone...but delevery is slow"	0	1	0	0	0	0	0	0
awesome phone...Sharp display... Monster processor...battery is very powerful. runs whole day with heavy uses gaming and calls. best phone in such a low price. just go for it	2	1	0.666666667	1	1	0	0	0
Best phone but video calling is not given with in and there is not much clarity with the slow motion camera and oreo update was not still given.	2	1	0.666666667	1	1	0	0	0
Xiaomi Redmi note 5 same as note 4 no upgrade only the display ratio has been changed same chipset same processor same gpu same ram everything is same even the same camera atleast the Camera should have been improved The next redmi always gets popular due to better specs but to make more profit they have launched the note 5 pro which supposed to be the redmi note 5 now they have the highest sales they are into business now see what real me 1 will do in my opinion real me 1 will overtake every phone market support the better one not the smarter one	4	1	0.8	1	1	1	1	0
"I received the phone 3 days back.over all phone is good.camera is good,screen size is good and it is light weight.no heating problem,no hanging problem.just go for it."	3	1	0.75	1	1	1	0	0
"The product offered in the price range is awesome.}The clock speed is more than Redmi Note 5pro(1.8 GHz) which can be clearly observed(2.0 GHz).}The camera is not perfect but is ok for normal usage.} The best part is battery, charges really fast & 10hr of continous calling reduces only 18%.} Performance undoubtedly is great.} The design and built is nice fits perfectly for single hand use.} Noise cancellation is gr8 and works fine in high disturbance also.} As a whole divice is nice bundle, can be chosen if camera is not priority. Best part is don't have to wait for flash sale etc. etc. , it's easily available"	5	1	0.833333333	1	1	1	1	0
very good phone.. front camera not at all good and bit battery heating when charging..	2	1	0.666666667	1	1	0	0	0
hi guys Redmond note 5 camera is fully disappoint me please choose other quality mobile this price and this s camera looks ordinary camera and also could u please provide a strong gorilla screen glass and eyer phone in this box	2	1	0.666666667	1	1	0	0	0
Excellent Good mobile fell in love with redmi note 5 Pros: Excellent battery as usual in redmi phones Good screen to body ratio Gold varient looks damm good Cons: Mobile is all set but the usb cable supplied with mobile is too short.	2	1	0.666666667	1	1	0	0	0
"this mobile is front flash light is not good ,just normal,not good"	1	1	0.5	1	0	0	0	0
"Awesome phone, loving it. But i dont like this much big phone since little hard to handle and type with one hand and xiomi is not creating phones <=5"" , Otherwise its a great phone. My Rating :- Battery - 9.5/10 Camera - 6.5/10 Processor - 8/10 Memory - 9/10   Display - 9.5/10 Overall UI, feel and features - 9/10 Value for money - 9.5/10. At this price u wont get anything as good as this, just compare with realme1 and buy the right one."	2	0	1	1	1	1	1	1
Redmi is my best brand note 5 is excellent in display quality and performance my family is using 5 xiaomi mobiles all are good I got note 5 for my wife she is very happy to be frank I am using I phone 8 plus and note 4 but after seeing note 5 I feel like a I have one for me	3	1	0.75	1	1	1	0	0
hanging problem	0	2	0	0	0	0	0	0
heat when charging	1	1	0.5	1	0	0	0	0
ok.....	0	1	0	0	0	0	0	0
great	0	1	0	0	0	0	0	0
overall good product	0	1	0	0	0	0	0	0
Really happy to have bought Redmi Note 5 as it is the best model in the budget range. The mobile even though is 5.99 size it is very slim and make it handy and do not have a feel of carrying big mobile. The camera is good for this price range. Battery backup is more than 1 day. Value for money. and the design is slim and easy to fit in pocket bt not good for rough use it is a bit delicate and screen can easily get crack bt overall features are nice	6	1	0.857142857	1	1	1	1	0
Bad Phone	0	1	0	0	0	0	0	0
Really happy to have bought Redmi Note 5 as it is the best model in the budget range. The mobile even though is 5.99 size it is very slim and make it handy and do not have a feel of carrying big mobile. The camera is good for this price range. Battery backup is more than 1 day. Value for money.	9	1	0.9	1	1	1	1	1
It is a very good mobile but battery backup is very low	0	1	0	0	0	0	0	0
best	0	1	0	0	0	0	0	0
nice product less price	0	1	0	0	0	0	0	0
very good performance.. Except camera.. Camera need to be improved..	6	1	0.857142857	1	1	1	1	0
"osm smartphone really fast loved it battery ie really longlasting i loved the screen dimentions n shape, the size is befiting and i loved the screen clearity"	7	2	0.777777778	1	1	1	0	0
Nice phone with hd display.and fast processor.only drewback is the front camera.but this is the best phone in this range	5	1	0.833333333	1	1	1	1	0
just wow.... nothing more to say but the front camera quality is not satisfying...	4	1	0.8	1	1	1	1	0
"Satisfied with performance and looks. Redmi Note 5 pro would have been a better choice but considering the urgency and availability, went for this one"	1	1	0.5	1	0	0	0	0
Satisfied 1. Battery Backup 2. Internal memory (including expandable) 3. RAM 4. Latest Android version 5. Smooth touch property 6. Design and size 7. Jio offer 8. Best Rate (Big billion offer) 9. No lag even at high end games 10. Call & speaker sound 11. Quick recognition of finger sensor 12. Flipkart Service  Disatisfied 1. Front camera quality 2. Hybrid variant	3	0	1	1	1	1	1	1
very good display. good battery life average camera gets heated while charging.(only while charging) power consumption during standby time is also high compared to other phones.	3	0	1	1	1	1	1	1
goods mobile so nice look no hang pic quality good front led light back side both slim design camera is nice diaplay is not that good but battery backup is awesome bt releases large amount of hrmful infrared rays bt in this budget it is a catch	6	1	0.857142857	1	1	1	1	0
good	0	1	0	0	0	0	0	0
super	0	1	0	0	0	0	0	0
better than vivo v7	0	1	0	0	0	0	0	0
after longer time I got this mobile. specially battery backup too good.... 	0	1	0	0	0	0	0	0
I bought this phone on 16 May 2018. Following are my initial opinion after using the phone for 4 days... 1. Awesome phone 2. Worth for money 3. Awesome camera 4. Excellent features 5. Very strong battery backup	9	1	0.9	1	1	1	1	1
Very good mobile battery backup good camera good and I took just 2 days to get this mobile Very good mobile I love This	6	1	0.857142857	1	1	1	1	0
"First of all if your budget is around 12k then don't buy this one instead go for Redmi note 5 pro because this one(Redmi note 5) doesn't have face unlock ,dual camera but if your budget is under 10k then go for it. Its display is very good big,crisp and sharp and it doesn't feel very big in hand. The phone is very slim,build quality is very good all metal except at the top and bottom for antennas. Overall the phone is very good under 10k to 11k as the procesor is very fast in this price range it doesn't lag.battery backup is good. Rear camera clicks sharp images under good lighting but if the light is bit low then images get shaky. the camera is bulging out of the body so extra care needs to be taken. Xiaomi is also giving a nice back cover nowadays whose quality and finishing is very good. I would say that if your budget ia under 10 k then go for it otherwise go Redmi note 5 pro."	9	1	0.9	1	1	1	1	1
Nice phone but during charging phone & charger both more hot	6	1	0.857142857	1	1	1	1	0
extraordinary phone dudes...	0	1	0	0	0	0	0	0
Screen size is too big. Not a business phone. Good battery backup.	1	1	0.5	1	0	0	0	0
"Hello viewers, I am glad to give my review that's it first ever phone who has good battery backup. It has 4000mAH battery and charges within just one hour. It's has powerful Snapdragon 625 octacore 2.4 GHz processer which will make your phone hang free. And talking about display..its so natural looks like you are seeing images on paper it has very high pixel density with gorilla glass with Big FHD 5.9"" display. About camera rear has 12 MP and front 5 MP are good enough to capture high quality images.A nd good thing it has dual in color back flash and front party flash. The GUI offerd by MI is superb.I am damn sure you never get bore with your phone like stock androids phone. But it have just one drawback. it has not crystal quality sound but it's OK. Just one more I have to add in future please give it with Dolby Atmos with theatre max experience..Then MI will boom in smartphone."	2	0	1	1	1	1	1	1
"Bought for 10799 using HDFC credit card during Big Shopping days. Got the phone delivered by the next day without even paying any extra, super fast delivery from Flipkart and its logistics partner ekart. PROS: 1.wonderful display and cool UI. 2. No need to buy the back case as the case is given for free and good for grip. 3. 2A charger, not the fastest but fast, It should take 2 hours for a full charge but did not take that much time. 4. Speaker is good with good sound output and quality. The positioning of speaker good as the sound is loud when we place mobile in the pocket. 5. Internal memory 64gb is great, In fact, I don't need that much. My previous mobile had 16 GB+16GB and I never exceeded storing 20 GB. 6. Better optimization better between hardware and software as it consumes less power and does not get heat up. 7. Loving the front flash, It helps the poor front camera to take really great pictures in dark conditions. 8. Super Fast finger-print sensor. CONS: 1. Very less Antutu benchmark score after the update. 2.Ads in the MIUI and preinstalled bloatware. 3. Performance dropped after the update..... 4. Nougat is good but Oreo had been better. 5. Mobile has 4gb ram but performance drops when using more than 3 GB of ram. 6. Missing frames(little) in playing games especially pubg, but still can enjoy playing. 7. Poor cameras, especially under low light conditions. I literally cant see anything on the screen while recording a slow-motion video at night. 8.Not dual 4g enabled, one simslot is for 4g and another 3g. 9. Not a con of mobile, but the full-screen view and split screen are useless for the apps I love to use. It would have been great if it had: 1. Type C port 2. Dual camera or at least software enabled bokeh effect with the camera app. 3. Newer processor like SD636. will update more after a month of usage."	25	2	0.925925926	1	1	1	1	1
"best under 10k Battery - 9.5/10 Camera - 6.5/10 Processor - 8/10 Memory - 9/10   Display - 9.5/10 Overall UI, feel and features - 9/10 Value for money - 9.5/10"	9	1	0.9	1	1	1	1	1
Wow wow wow those curves(???€???It gives what it promises Great battery life Havent hanged or lag yet Playing games like PUBG no issue Awesome speed and wow display  Perfect phone	5	1	0.833333333	1	1	1	1	0
I am using this phone one problem I am facing that on calling speaker on automatically an over all good	2	1	0.666666667	1	1	0	0	0
awesome phone	0	1	0	0	0	0	0	0
Display 5/5 Performance 5/5 Looks 5/5 Battery 5/5 Camera 3/5 camera average samples attached	5	1	0.833333333	1	1	1	1	0
"Delivered within 24hrs.Excellent service.Top notch performance with 625 Snapdragon 4GB ,64GB.Redmi has truly established itself . Won't find a better bargain for the price you pay bt hangs very much and gets heat up when charging and the screen is  very delicate"	6	1	0.857142857	1	1	1	1	0
I love the display of the phone.really crystal clear. specs are same as Redmi note 4. BUT you have a better camera than note 4. ;-) I got with a discount of 1200 in 10800 thanks Flipkart.loved it. camera loved itbattery too good and slim feels bt hangs very much and gets heat up when charging and the screen is  very delicate	7	1	0.875	1	1	1	1	0
very good mobile ba	0	1	0	0	0	0	0	0
Processor works a bit slow.	0	1	0	0	0	0	0	0
I bought this phone in April 2018.. Camera is awesome. Battery power too. Love it	2	1	0.666666667	1	1	0	0	0
product delivered on time. appreciate Flipkart commitment on delivery	2	1	0.666666667	1	1	0	0	0
Best fone that one can get at this price Clear display and fast processor are the added advantage of this device . Camera is good but not that great who expect a photographic experience the speaker of the fone is superb with great sound quality battery backup to good good for pubg players	8	1	0.888888889	1	1	1	1	0
was not delivered on my address they asked me travel 15 km if I want to get my mobile	3	1	0.75	1	1	1	0	0
was not delivered on my address they asked me travel 15 km if I want to get my mobile	3	1	0.75	1	1	1	0	0
"It's the best smartphone priced below 10k   Battery - 9.5/10 Camera - 6.5/10 Processor - 7/10 Memory - 10/10   Display - 7.5/10 Overall UI, feel and features - 9/10 economic feasability - 11/10"	5	1	0.833333333	1	1	1	1	0
very nice mobile and look	2	1	0.666666667	1	1	0	0	0
Nice Product but camera is not good..	2	1	0.666666667	1	1	0	0	0
"This mobile phone I have purchased last week, the battery back is good and the phone work is also smoothed. The camera and display of this Truly China not Good Inspiration can cost Rs. 12000 Rupees May not get anything, from all over phone Good."	3	1	0.75	1	1	1	0	0
am also using this phone its one of the worst phone which i ever seen before. this phone is totally waste of money. from the 2 weeks it was worked okay and after that its keep on hanging and the apps are not responding for long time. but battery wise its super but the phone is keep on hanging. if i open the apps mean its taking lot of time to open. gets heated	7	1	0.875	1	1	1	1	0
Outstanding.... Bought this phone for my father and he is much happy with the product as it doesn't heats up under moderate use. Only con so far is the battery life about 32 hrs under moderate use conditions.	1	1	0.5	1	0	0	0	0
ok.....	0	2	0	0	0	0	0	0
Good	0	2	0	0	0	0	0	0
supper	0	2	0	0	0	0	0	0
I liked this phone more than redmi note 5 pro as there is no fraud. flash sale like pro..Great camera great battery.Plus you get a silicon back cover free with the phone.Just awesome!!!	3	1	0.75	1	1	1	0	0
"Superb product,don't read some others reviews,buy it and to know how note 5 makes u happy, Simply excellent product from red mi family,my wishes to them to make more like."	1	1	0.5	1	0	0	0	0
I am not happy for this product .I am expected in mi A1 so please coprate mi pls change this product extra cost I'm pay	0	1	0	0	0	0	0	0
sometime hang. good product but below redmi note 4. redmi note 4 was better than note 5.	0	1	0	0	0	0	0	0
i would say the phone is okayish.. I have been using Moto G5s+ and i bought this phone for my sister coz she like the 18:9 aspect ratio. when the phone came i tested just 2 things and i can say my moto g5s plus is better than redmi note 5. 1) This phone lost to my g5s+ in speed test.. even when this phone was freshly out of the box and my moto was 60% storage used. 2) I clicked few pictures and my moto had stunning sharpness and this had poor sharpness.. However.. Low light photography is impressive. Value for money definitely but this phone is meant for moderate users only who don't do much with there phone.	2	0	1	1	1	1	1	1
I bought this phone as a gift for my sister The phone is value for money . The camera is fairly good if you dont want an excessive zoom in on while taking a snap shot the front camera is good for video calling The display is of excellemt quality believe me i have been an aplle user right from 4s to i phone x and i can stil say for sure the display is as good as i phone x If you are not looking for a hefty price tag or an apple logo to flash around and impress others which believe me doesnt happen these days this phone is worth buying The battery quality is good The only flaw i found is the size of the phone which is a bit big but then again hey its not that big that cant be kept in jeans pocket (pocket of shirt may be an issue) Interface of the phone is plain and quite same as of any android the sound quality for stereophone isnt that great But all in all I guess this phone has pretty much everything we need in a smart phone I will say if you arent very particular about the brand this is a fair phone to buy I wish i hadnt bought my i phone X	9	1	0.9	1	1	1	1	1
long battery life....nice look...and ausome parfomance over all this is a grate deal..	5	1	0.833333333	1	1	1	1	0
"for This Phone battery- Ghajab Hai Ghajab display-Ekdum Mast no Heating Issue camera ,,Cool front Camera Superb touch Smooth Bhai 12000 Me Isse Best Kuch Nhi Milega"	3	1	0.75	1	1	1	0	0
Amazing phone with excellent display. nice package in ??1999 1) Display 10/10 2) Battery 10/10 lasts for 48 hrs.with heavy usage and mobile data on.. 3) Connectivity 10/10 works great with Jio sim 4) Speaker 9/10 5) Durability 10/10 great built with metallic back and Xiaomi has provided a back cover. 6) Camera Rear 8/10 7) Camera front 9/10 thanks to the front flash 8) Heating - Not even a little heat after being 30 min online .. 9) Charging 10/10 Charges very fast.. 10) Ram management 10/10 it does not lag during heavy gameplay.. I would recommend you to buy this without even thinking .. Buying or not is up to you and if you liked my opinion give it a like	13	1	0.928571429	1	1	1	1	1
"Redmi Note 5 is a decent phone for the price range. Guess that is all you'll ever need to perform you daily operations. Does not come with quick charge out of the box, but charging time is not all that bad. The OS however could have been a bit lighter I think. As usual flipkart delivery was on time as usual. Thanks!"	3	2	0.6	1	1	0	0	0
"good ,but not outsanding,why indian buy more redmi i dont know,design good ,but feel chinese,no gesture like motorola,no feel good experience,camera ok,front flash useless,4000mah battery work like2500 mah battery,my 1 year old moto g5+ give greatbatteryback up,though it 3000 mah,just ok phone"	3	1	0.75	1	1	1	0	0
"This is the best smart phone I saw in my life.look is Sooo slim and sexy..... It gives u Gud experience of using all of other mobilelsl and realllly it's A awesome set in just 12k.... Go for it don't think.! U will never disappoint with this.... All r OK battery will works easily for 2 to 3 days. Sound is clear, and big screen of 5.9"" gives a great experience of watching videos or games, Thnk u Mi... Luv this mobile."	4	1	0.8	1	1	1	1	0
bestsmartphone mi all	1	1	0.5	1	0	0	0	0
Was confused what to buy in 12k range.... awesome product. wonderful battery and beautiful looks... camera quality not that great. but inbuilt photo editor makes photos quite beautiful...As my main priority is battery back up and storage... 9 out of 10 to redmi note 5.	3	1	0.75	1	1	1	0	0
Giving 1 star to this phone because of flipkart flash sale. I wanted to buy redmi note 5 pro but could not because of flipkart flashsale. I have to settle with this phone. :(	0	1	0	0	0	0	0	0
not as expected	1	1	0.5	1	0	0	0	0
camera quality is very poor....kindly improve it	0	1	0	0	0	0	0	0
worst pH ever i buy bad experience don't buy the pH money waste	0	1	0	0	0	0	0	0
awsm Mobile.... ThnkQ Flipkart	0	1	0	0	0	0	0	0
"not a business phone, problems while configuring google business apps"	2	1	0.666666667	1	1	0	0	0
this item too worst in flipkart incoming call voice too worst in this phone don't buy in flipkart	3	1	0.75	1	1	1	0	0
"Manny people might be confused between Redmi note 5 and Redmi note 5 pro, I was also confused, I bought this phone on Saturday and I received it on Tuesday, thanks to Flipkart for such a good and proper delivery. and now about the phone, dude it's really an awesome phone I must tell u this. if u are nt a photographer or love clicking photos and all then u must buy this, it does have low camera than Redmi note 5 but for me it's really satisfactory. delivery- 9/10 mobile interface- 10/10 speaker- 11/10 phone performance- 10/10 camera and features- 10/10 In short it's a great phone with amazing features. Buy it, you won't regret buying."	14	1	0.933333333	1	1	1	1	1
"This mobile(4gb ram & 64gb rom, redmi note 5) has no special quality. Front camera very bad.... Bt rear camera ok... Small Display width....."	3	1	0.75	1	1	1	0	0
"fast delivery, the delivery boy is cool bro awesome redmi note 5 charg is faster than note 4 camara is good speaker is awesome Paisa Vasool."	2	1	0.666666667	1	1	0	0	0
"this is the worst phone I had ever purchased,many two times in one minute , I am very disappointed with the quality .total waste of money."	2	2	0.5	1	0	0	0	0
very smart	0	1	0	0	0	0	0	0
very good	0	1	0	0	0	0	0	0
Everything in this phone is premium & classy... Usually i don't rate any product.. But.... This thing.. Is awesome	1	1	0.5	1	0	0	0	0
Thanks to flipkart for making the Delievry so fast in 2 days. the product came with a cover case and with proper packing. phone is excellent and is very fast as all-rounder no lags nothing.Good battery backup phone	2	1	0.666666667	1	1	0	0	0
